Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
46,No,Travel_Rarely,Sales,4,1280,Female,5,Manager,2,Married,18789,No,14,1,26,3,11,4,0
34,No,Travel_Rarely,Sales,2,1281,Female,2,Sales Executive,1,Single,4538,Yes,12,0,4,3,3,2,0
51,No,Travel_Frequently,Sales,9,1282,Male,5,Manager,2,Divorced,19847,Yes,24,1,31,2,29,10,11
59,No,Travel_Rarely,Research & Development,18,1283,Male,3,Manufacturing Director,4,Single,10512,No,12,0,25,2,9,7,5
34,No,Travel_Frequently,Research & Development,19,1285,Female,2,Laboratory Technician,2,Divorced,4444,No,13,2,15,4,11,8,5
28,No,Travel_Frequently,Research & Development,1,1286,Male,1,Laboratory Technician,3,Single,2154,Yes,11,0,5,2,4,2,0
44,No,Travel_Rarely,Research & Development,4,1288,Male,5,Manager,1,Divorced,19190,No,14,2,26,2,25,9,14
34,No,Travel_Frequently,Human Resources,11,1289,Male,2,Human Resources,2,Married,4490,No,11,2,14,4,10,9,1
35,No,Travel_Rarely,Research & Development,6,1291,Male,1,Research Scientist,3,Married,3506,Yes,14,0,4,3,3,2,2
42,No,Travel_Rarely,Research & Development,7,1292,Female,2,Research Scientist,2,Married,2372,Yes,16,0,18,3,1,0,0
43,No,Travel_Rarely,Sales,4,1293,Female,3,Sales Executive,4,Single,10231,No,14,0,23,4,21,7,15
36,No,Travel_Rarely,Research & Development,2,1294,Female,2,Manufacturing Director,2,Single,5410,Yes,11,0,18,3,16,14,5
44,Yes,Travel_Rarely,Research & Development,15,1295,Female,3,Healthcare Representative,4,Married,7978,No,11,1,10,3,10,7,0
28,No,Travel_Frequently,Research & Development,2,1296,Male,1,Laboratory Technician,4,Married,3867,Yes,12,1,2,3,2,2,2
51,No,Travel_Frequently,Research & Development,6,1297,Female,1,Laboratory Technician,3,Single,2838,No,14,0,8,2,7,0,7
30,No,Non-Travel,Research & Development,9,1298,Female,2,Manufacturing Director,3,Single,4695,Yes,18,0,10,3,8,4,1
29,Yes,Travel_Rarely,Research & Development,7,1299,Female,1,Laboratory Technician,3,Divorced,3339,Yes,13,2,10,3,7,7,7
28,No,Travel_Rarely,Research & Development,1,1301,Male,1,Research Scientist,1,Single,2080,No,11,0,5,2,3,2,1
25,No,Travel_Rarely,Research & Development,1,1303,Female,1,Research Scientist,2,Single,2096,No,18,0,2,2,2,2,2
32,No,Travel_Rarely,Sales,8,1304,Male,2,Sales Executive,4,Married,6209,No,15,2,10,4,10,7,0
45,No,Travel_Frequently,Research & Development,25,1306,Female,5,Manager,2,Single,18061,No,22,0,22,3,0,0,0
39,No,Travel_Rarely,Research & Development,13,1307,Female,4,Manager,2,Divorced,17123,Yes,13,2,21,3,19,9,15
58,No,Travel_Rarely,Research & Development,23,1308,Male,1,Research Scientist,3,Divorced,2372,No,12,2,2,3,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,1309,Male,2,Laboratory Technician,3,Married,4883,No,18,1,10,3,10,4,1
39,Yes,Travel_Rarely,Research & Development,23,1310,Male,1,Research Scientist,1,Single,3904,No,13,0,6,3,5,2,0
30,No,Travel_Rarely,Research & Development,6,1311,Female,2,Laboratory Technician,4,Married,4627,No,12,1,10,3,9,2,6
36,No,Travel_Rarely,Research & Development,10,1312,Female,3,Healthcare Representative,3,Married,7094,No,12,0,10,3,7,7,1
46,No,Travel_Rarely,Human Resources,1,1314,Female,1,Human Resources,1,Single,3423,No,12,0,10,4,7,6,5
28,No,Non-Travel,Research & Development,1,1315,Female,2,Laboratory Technician,4,Married,6674,No,11,3,10,3,9,8,7
50,No,Travel_Rarely,Research & Development,28,1317,Female,4,Research Director,1,Married,16880,Yes,11,0,25,3,3,2,1
40,Yes,Travel_Rarely,Sales,25,1318,Male,3,Sales Executive,2,Single,9094,Yes,12,0,9,3,5,4,1
52,Yes,Travel_Rarely,Sales,5,1319,Male,3,Sales Executive,2,Single,8446,Yes,19,0,10,2,8,7,7
30,No,Travel_Rarely,Research & Development,17,1321,Female,3,Manager,1,Married,11916,Yes,23,2,9,3,9,1,0
39,No,Travel_Rarely,Research & Development,18,1322,Male,2,Manufacturing Director,3,Single,4534,No,11,0,9,3,8,7,1
31,No,Non-Travel,Sales,2,1324,Female,3,Sales Executive,3,Divorced,9852,Yes,19,1,10,2,10,8,9
41,No,Non-Travel,Sales,10,1329,Male,2,Sales Executive,2,Single,6151,No,13,0,19,3,19,2,11
31,Yes,Travel_Frequently,Sales,1,1331,Female,1,Sales Representative,2,Single,2302,Yes,11,0,3,4,3,2,2
44,Yes,Travel_Rarely,Research & Development,3,1333,Male,1,Laboratory Technician,1,Married,2362,No,12,0,10,4,3,2,1
42,No,Non-Travel,Research & Development,2,1334,Male,4,Manager,3,Married,17861,Yes,13,0,21,2,20,8,2
55,No,Travel_Rarely,Research & Development,2,1336,Female,5,Manager,3,Married,19187,No,14,1,23,3,19,9,9
56,No,Travel_Rarely,Human Resources,8,1338,Male,5,Manager,2,Single,19717,No,14,0,36,3,7,3,7
40,No,Non-Travel,Research & Development,16,1340,Male,1,Research Scientist,3,Divorced,3544,No,16,1,6,3,4,2,0
34,No,Travel_Rarely,Research & Development,9,1344,Male,3,Healthcare Representative,4,Divorced,8500,No,11,1,10,2,9,7,1
40,No,Travel_Rarely,Research & Development,2,1346,Male,2,Research Scientist,4,Single,4661,No,13,0,9,3,9,8,8
41,No,Travel_Frequently,Sales,1,1349,Female,2,Sales Executive,1,Divorced,4103,No,17,1,10,3,9,3,1
35,No,Travel_Frequently,Research & Development,4,1350,Male,2,Research Scientist,3,Single,4249,Yes,11,0,9,3,9,6,1
51,No,Travel_Rarely,Human Resources,5,1352,Male,4,Manager,2,Divorced,14026,Yes,11,1,33,3,33,9,0
38,No,Travel_Rarely,Sales,2,1355,Female,2,Sales Executive,1,Divorced,6893,No,15,1,11,3,7,7,1
34,No,Travel_Rarely,Sales,15,1356,Female,2,Sales Executive,1,Single,6125,No,12,0,10,4,10,8,9
25,No,Travel_Rarely,Research & Development,19,1358,Male,1,Laboratory Technician,4,Married,3669,No,11,3,7,2,3,2,1
58,Yes,Travel_Rarely,Research & Development,7,1360,Female,3,Manufacturing Director,1,Married,10008,Yes,14,0,31,2,10,9,5
40,No,Travel_Rarely,Research & Development,1,1361,Male,1,Laboratory Technician,2,Married,2387,No,22,1,7,3,4,2,0
36,No,Travel_Frequently,Sales,7,1362,Female,2,Sales Executive,1,Married,4639,No,16,1,17,2,15,7,6
48,No,Travel_Rarely,Research & Development,4,1363,Male,3,Manufacturing Director,4,Single,7898,No,11,0,11,3,10,9,0
27,No,Travel_Rarely,Sales,11,1364,Female,1,Sales Representative,4,Married,2534,No,14,1,5,3,1,0,0
51,No,Travel_Rarely,Research & Development,11,1367,Female,4,Manufacturing Director,2,Single,13142,No,16,0,29,2,5,2,0
18,No,Non-Travel,Research & Development,1,1368,Female,1,Laboratory Technician,4,Single,1611,No,15,0,0,4,0,0,0
35,No,Travel_Rarely,Research & Development,1,1369,Female,2,Laboratory Technician,4,Married,5363,No,12,1,10,3,9,7,0
27,No,Travel_Frequently,Sales,2,1371,Male,2,Sales Executive,4,Single,5071,No,20,0,8,3,6,2,0
55,Yes,Travel_Rarely,Sales,13,1372,Male,4,Sales Executive,3,Single,13695,Yes,17,0,24,2,19,7,3
56,No,Travel_Rarely,Research & Development,23,1373,Male,4,Manufacturing Director,2,Married,13402,Yes,12,1,33,3,19,16,15
34,No,Non-Travel,Research & Development,26,1374,Female,1,Research Scientist,3,Divorced,2029,No,20,3,5,3,5,4,0
40,No,Travel_Rarely,Research & Development,2,1375,Female,2,Healthcare Representative,3,Divorced,6377,No,20,3,15,3,12,11,11
34,No,Travel_Rarely,Research & Development,29,1377,Male,2,Laboratory Technician,3,Married,5429,No,13,2,10,3,8,7,7
31,Yes,Travel_Frequently,Sales,2,1379,Female,1,Sales Representative,4,Single,2785,No,14,0,3,4,1,0,0
35,Yes,Travel_Frequently,Sales,18,1380,Female,2,Sales Executive,3,Married,4614,Yes,18,1,5,2,4,2,3
38,No,Travel_Frequently,Research & Development,7,1382,Male,1,Research Scientist,3,Divorced,2610,No,11,3,4,3,4,2,0
34,No,Travel_Rarely,Research & Development,2,1383,Female,2,Healthcare Representative,4,Single,6687,No,11,0,14,4,14,11,4
28,No,Travel_Rarely,Sales,26,1387,Male,2,Sales Executive,1,Married,4724,No,11,1,5,3,5,3,0
31,Yes,Travel_Rarely,Research & Development,22,1389,Male,2,Manufacturing Director,3,Married,6179,Yes,15,2,10,2,10,2,6
39,No,Travel_Rarely,Sales,21,1390,Male,2,Sales Executive,4,Married,6120,Yes,12,2,8,4,5,4,1
51,No,Travel_Frequently,Sales,2,1391,Male,3,Sales Executive,2,Married,10596,No,11,0,14,3,4,2,3
41,No,Travel_Frequently,Research & Development,22,1392,Female,2,Research Scientist,4,Divorced,5467,Yes,14,2,12,2,6,2,3
37,No,Travel_Rarely,Research & Development,4,1394,Male,1,Research Scientist,3,Married,2996,Yes,15,0,8,3,6,4,1
33,No,Travel_Frequently,Sales,5,1395,Male,2,Sales Executive,4,Married,9998,No,13,0,8,4,5,4,1
32,No,Travel_Rarely,Sales,2,1396,Male,2,Sales Executive,2,Married,4078,Yes,13,3,4,2,3,2,1
39,No,Non-Travel,Research & Development,25,1397,Male,3,Healthcare Representative,3,Married,10920,No,21,1,13,3,6,4,0
25,No,Travel_Rarely,Sales,18,1399,Male,2,Sales Executive,3,Married,6232,No,11,0,6,2,3,2,1
52,No,Travel_Frequently,Research & Development,28,1401,Female,4,Manufacturing Director,3,Married,13247,Yes,11,1,24,2,5,3,0
43,No,Travel_Rarely,Research & Development,6,1402,Female,2,Research Scientist,3,Single,4081,Yes,14,0,20,1,20,7,1
27,No,Travel_Rarely,Sales,10,1403,Female,2,Sales Executive,4,Married,5769,Yes,11,0,6,3,6,2,4
27,Yes,Travel_Rarely,Research & Development,17,1405,Female,1,Research Scientist,3,Single,2394,Yes,13,0,8,3,8,2,7
26,No,Travel_Rarely,Research & Development,2,1407,Male,1,Research Scientist,4,Single,3904,No,12,0,5,3,4,3,1
42,No,Travel_Rarely,Human Resources,10,1408,Female,4,Manager,1,Married,16799,No,14,1,21,3,20,7,0
52,No,Travel_Rarely,Research & Development,8,1409,Female,1,Laboratory Technician,1,Married,2950,No,13,0,12,1,5,4,0
37,No,Travel_Rarely,Research & Development,11,1411,Female,1,Laboratory Technician,3,Single,3629,No,18,0,8,3,3,2,0
35,No,Travel_Frequently,Research & Development,18,1412,Male,3,Manufacturing Director,4,Single,9362,No,11,0,10,3,2,2,2
25,No,Travel_Rarely,Research & Development,1,1415,Male,1,Laboratory Technician,4,Married,3229,No,11,1,7,2,3,2,0
26,No,Travel_Rarely,Research & Development,7,1417,Male,1,Laboratory Technician,1,Single,3578,No,12,0,8,3,7,7,0
29,No,Travel_Rarely,Human Resources,17,1419,Male,3,Human Resources,1,Single,7988,No,13,0,10,2,10,9,0
49,Yes,Travel_Frequently,Research & Development,28,1420,Male,2,Laboratory Technician,1,Single,4284,No,20,0,20,3,4,3,1
29,Yes,Travel_Frequently,Research & Development,14,1421,Female,3,Healthcare Representative,4,Single,7553,Yes,12,0,9,3,8,7,7
54,No,Travel_Rarely,Research & Development,1,1422,Female,4,Research Director,4,Single,17328,No,19,0,29,2,20,7,12
58,No,Travel_Rarely,Research & Development,1,1423,Female,5,Research Director,1,Married,19701,Yes,21,1,32,3,9,8,1
55,No,Travel_Rarely,Research & Development,1,1424,Male,4,Research Director,4,Divorced,14732,No,13,2,31,4,7,7,0
36,No,Travel_Rarely,Sales,3,1425,Female,2,Sales Executive,2,Single,9278,Yes,16,0,15,3,5,4,0
31,Yes,Travel_Frequently,Sales,1,1427,Female,1,Sales Representative,3,Single,1359,No,12,0,1,3,1,0,0
30,No,Travel_Rarely,Sales,7,1428,Female,2,Sales Executive,1,Divorced,4779,No,14,2,8,3,3,2,0
31,No,Travel_Rarely,Research & Development,8,1430,Female,4,Research Director,2,Single,16422,No,11,0,9,4,3,2,1
34,No,Travel_Frequently,Research & Development,1,1431,Male,1,Research Scientist,1,Divorced,2996,No,14,2,10,3,4,3,1
31,Yes,Travel_Rarely,Research & Development,8,1433,Female,1,Research Scientist,2,Single,1261,No,12,0,1,4,1,0,0
27,No,Travel_Rarely,Research & Development,11,1434,Male,1,Laboratory Technician,1,Married,2099,No,14,0,6,4,5,0,1
36,No,Travel_Rarely,Research & Development,4,1435,Male,2,Laboratory Technician,4,Single,5810,No,16,0,10,2,10,4,1
36,No,Travel_Rarely,Sales,16,1436,Female,2,Sales Executive,1,Married,5647,No,13,2,11,2,3,2,0
47,No,Travel_Rarely,Research & Development,1,1438,Male,1,Research Scientist,4,Married,3420,No,12,1,17,2,6,5,1
25,Yes,Travel_Rarely,Sales,9,1439,Male,1,Sales Representative,1,Married,4400,No,12,0,6,3,3,2,2
37,No,Non-Travel,Research & Development,5,1440,Male,1,Laboratory Technician,3,Single,3500,No,14,0,7,1,6,5,1
56,No,Travel_Rarely,Research & Development,1,1441,Female,1,Research Scientist,1,Married,2066,No,22,1,5,4,3,2,1
47,No,Travel_Rarely,Research & Development,2,1443,Female,4,Research Director,3,Married,17169,No,19,2,26,4,20,17,5
24,No,Travel_Rarely,Sales,4,1445,Female,2,Sales Executive,3,Married,4162,Yes,12,2,5,3,5,4,0
32,No,Travel_Rarely,Sales,7,1446,Male,2,Sales Executive,4,Married,9204,No,12,1,7,2,4,3,0
34,No,Travel_Rarely,Research & Development,1,1447,Female,1,Laboratory Technician,2,Married,3294,No,17,1,7,2,5,4,0
41,No,Travel_Rarely,Research & Development,5,1448,Male,1,Research Scientist,3,Married,2127,Yes,12,0,7,2,4,2,0
40,No,Non-Travel,Research & Development,9,1449,Male,2,Laboratory Technician,3,Divorced,3975,No,11,2,11,4,8,7,0
31,No,Travel_Rarely,Sales,8,1453,Male,3,Sales Executive,4,Divorced,10793,No,18,1,13,3,13,7,9
46,Yes,Travel_Rarely,Sales,9,1457,Male,3,Sales Executive,4,Divorced,10096,No,11,1,28,4,7,7,4
39,Yes,Non-Travel,Research & Development,2,1458,Female,1,Laboratory Technician,1,Single,3646,Yes,23,0,11,4,1,0,0
31,Yes,Travel_Frequently,Research & Development,1,1459,Female,3,Manufacturing Director,2,Single,7446,No,11,0,10,3,10,8,4
45,No,Travel_Rarely,Research & Development,20,1460,Male,3,Healthcare Representative,1,Divorced,10851,Yes,18,1,24,3,7,7,0
31,No,Travel_Rarely,Human Resources,8,1461,Female,1,Human Resources,2,Single,2109,No,18,0,8,3,3,2,0
31,Yes,Travel_Frequently,Research & Development,2,1464,Male,1,Laboratory Technician,4,Married,3722,Yes,13,1,7,1,2,2,2
45,No,Travel_Rarely,Research & Development,29,1465,Male,3,Manufacturing Director,4,Married,9380,Yes,18,2,10,4,3,1,1
48,No,Travel_Rarely,Sales,7,1466,Male,2,Sales Executive,1,Divorced,5486,No,11,3,15,3,2,2,2
34,Yes,Travel_Rarely,Human Resources,9,1467,Female,1,Human Resources,3,Married,2742,No,15,0,2,3,2,2,2
40,No,Non-Travel,Research & Development,8,1468,Male,3,Research Director,2,Divorced,13757,No,11,1,16,3,9,8,4
28,No,Travel_Rarely,Sales,5,1469,Male,2,Sales Executive,1,Single,8463,No,18,0,6,3,5,4,1
44,No,Non-Travel,Research & Development,5,1471,Male,1,Laboratory Technician,3,Single,3162,No,14,0,7,3,5,2,0
53,No,Travel_Rarely,Research & Development,2,1472,Male,4,Research Director,2,Single,16598,No,12,0,35,2,9,8,8
49,No,Travel_Rarely,Research & Development,5,1473,Male,2,Healthcare Representative,3,Married,6651,No,14,1,20,2,3,2,1
40,No,Travel_Rarely,Research & Development,2,1474,Male,1,Research Scientist,3,Divorced,2345,No,14,1,8,4,3,1,1
44,No,Travel_Rarely,Research & Development,20,1475,Male,1,Research Scientist,2,Single,3420,No,13,0,6,2,5,2,1
33,No,Travel_Frequently,Sales,7,1477,Male,2,Sales Executive,1,Married,4373,No,14,2,5,3,4,3,0
34,No,Travel_Rarely,Sales,3,1478,Male,2,Sales Executive,1,Single,4759,No,18,0,15,3,13,9,3
30,No,Travel_Rarely,Sales,16,1479,Male,2,Sales Executive,3,Married,5301,No,15,2,4,2,2,1,2
42,No,Travel_Frequently,Research & Development,9,1480,Female,1,Laboratory Technician,4,Single,3673,No,13,0,12,3,12,9,5
44,No,Travel_Frequently,Sales,1,1481,Female,2,Sales Executive,3,Married,4768,No,12,1,11,2,1,0,0
30,No,Non-Travel,Research & Development,7,1482,Male,1,Research Scientist,3,Divorced,1274,No,13,2,1,2,1,0,0
57,No,Travel_Rarely,Research & Development,1,1483,Male,2,Research Scientist,3,Married,4900,No,24,1,13,2,12,9,2
49,No,Travel_Rarely,Research & Development,7,1484,Male,3,Healthcare Representative,2,Divorced,10466,No,14,2,29,3,8,7,0
34,No,Travel_Frequently,Research & Development,15,1485,Male,4,Research Director,1,Divorced,17007,No,14,2,16,2,14,8,6
28,Yes,Travel_Frequently,Sales,1,1486,Male,1,Sales Representative,3,Married,2909,No,15,1,5,4,3,2,1
29,Yes,Travel_Frequently,Sales,13,1487,Female,2,Sales Executive,2,Single,5765,No,11,0,7,1,5,3,0
34,Yes,Travel_Rarely,Sales,24,1489,Female,2,Sales Executive,2,Single,4599,Yes,23,0,16,4,15,9,10
35,No,Travel_Rarely,Sales,7,1492,Male,1,Sales Representative,3,Married,2404,No,13,1,1,3,1,0,0
24,Yes,Travel_Frequently,Research & Development,9,1494,Male,1,Laboratory Technician,1,Single,3172,Yes,11,0,4,2,0,0,0
24,No,Non-Travel,Sales,13,1495,Female,1,Sales Representative,2,Married,2033,No,13,1,1,3,1,0,0
44,No,Travel_Frequently,Research & Development,2,1496,Male,3,Manufacturing Director,3,Single,10209,Yes,18,0,16,2,2,2,2
29,No,Travel_Rarely,Sales,19,1497,Male,2,Sales Executive,3,Divorced,8620,No,14,2,10,3,10,7,0
30,No,Travel_Rarely,Human Resources,1,1499,Male,1,Human Resources,3,Divorced,2064,No,21,1,6,4,5,3,1
55,No,Travel_Rarely,Research & Development,4,1501,Male,2,Healthcare Representative,3,Married,4035,Yes,16,0,4,3,3,2,1
33,No,Travel_Rarely,Research & Development,4,1502,Female,1,Laboratory Technician,2,Married,3838,No,11,0,8,3,5,4,0
47,No,Travel_Rarely,Sales,14,1503,Female,2,Sales Executive,3,Married,4591,Yes,17,1,11,2,5,4,1
28,Yes,Travel_Frequently,Research & Development,2,1504,Male,1,Laboratory Technician,1,Single,2561,No,11,0,8,2,0,0,0
28,No,Travel_Rarely,Research & Development,1,1506,Male,1,Research Scientist,3,Divorced,1563,No,14,1,1,1,1,0,0
28,No,Travel_Frequently,Sales,7,1507,Male,2,Sales Executive,1,Single,4898,No,14,0,5,3,4,2,1
49,No,Travel_Rarely,Research & Development,3,1509,Female,2,Laboratory Technician,1,Married,4789,No,25,1,10,3,3,2,1
29,No,Travel_Frequently,Research & Development,2,1513,Female,1,Laboratory Technician,2,Married,3180,No,13,3,4,3,3,2,0
28,No,Travel_Rarely,Research & Development,29,1514,Male,2,Manufacturing Director,2,Married,6549,No,14,2,8,2,8,6,1
33,No,Travel_Rarely,Research & Development,8,1515,Male,2,Healthcare Representative,3,Single,6388,Yes,17,0,14,3,0,0,0
32,No,Travel_Rarely,Research & Development,10,1516,Male,3,Manager,4,Single,11244,No,25,0,10,4,5,2,0
54,No,Travel_Frequently,Research & Development,11,1520,Female,4,Manager,4,Divorced,16032,No,20,1,26,3,14,9,1
29,Yes,Travel_Rarely,Research & Development,1,1522,Male,1,Research Scientist,1,Single,2362,No,13,0,11,1,9,7,0
44,No,Travel_Rarely,Research & Development,28,1523,Male,4,Research Director,1,Married,16328,No,13,1,24,4,20,6,14
39,No,Travel_Rarely,Research & Development,6,1525,Female,3,Manufacturing Director,2,Single,8376,No,18,0,9,3,2,0,2
46,No,Travel_Rarely,Sales,3,1527,Female,4,Manager,2,Married,16606,No,12,1,23,4,13,12,5
35,No,Travel_Rarely,Research & Development,16,1529,Female,3,Healthcare Representative,2,Single,8606,No,19,0,11,1,11,8,3
23,No,Travel_Rarely,Research & Development,20,1533,Male,2,Laboratory Technician,3,Single,2272,No,14,0,5,3,4,3,1
40,Yes,Travel_Rarely,Research & Development,9,1534,Male,1,Laboratory Technician,1,Single,2018,No,14,0,15,1,5,4,1
34,No,Travel_Rarely,Sales,1,1535,Male,3,Sales Executive,3,Married,7083,Yes,14,0,10,3,10,9,8
31,Yes,Travel_Frequently,Research & Development,3,1537,Female,1,Research Scientist,3,Single,4084,No,12,0,7,1,7,2,7
50,No,Travel_Frequently,Research & Development,22,1539,Male,4,Research Director,4,Single,14411,Yes,13,0,32,3,32,6,13
34,No,Travel_Rarely,Sales,7,1541,Male,1,Sales Representative,3,Married,2308,Yes,25,1,12,3,11,10,5
42,No,Travel_Rarely,Research & Development,2,1542,Male,1,Laboratory Technician,2,Married,4841,No,14,1,4,3,1,0,0
37,No,Travel_Rarely,Research & Development,13,1543,Male,2,Research Scientist,4,Married,4285,No,17,0,10,3,10,8,3
29,No,Travel_Rarely,Research & Development,8,1544,Female,2,Healthcare Representative,1,Married,9715,No,13,1,9,3,7,7,0
33,No,Travel_Rarely,Research & Development,25,1545,Male,2,Manufacturing Director,2,Single,4320,No,13,0,5,3,5,3,0
45,No,Travel_Rarely,Research & Development,28,1546,Male,1,Research Scientist,4,Married,2132,No,20,1,8,3,5,4,0
42,No,Travel_Frequently,Research & Development,2,1547,Male,3,Healthcare Representative,4,Married,10124,Yes,14,1,24,1,20,8,13
40,No,Travel_Rarely,Sales,9,1548,Male,2,Sales Executive,1,Married,5473,No,12,0,9,4,8,4,7
33,No,Travel_Rarely,Research & Development,28,1549,Male,2,Laboratory Technician,3,Married,5207,Yes,12,1,15,3,15,14,5
40,No,Travel_Rarely,Human Resources,6,1550,Male,4,Manager,4,Single,16437,Yes,21,0,21,3,21,7,7
24,No,Travel_Rarely,Research & Development,21,1551,Male,1,Laboratory Technician,1,Divorced,2296,No,14,3,2,3,1,1,0
40,No,Non-Travel,Research & Development,8,1552,Male,2,Healthcare Representative,4,Divorced,4069,Yes,18,0,8,3,2,2,2
45,No,Travel_Rarely,Research & Development,1,1553,Male,3,Healthcare Representative,2,Divorced,7441,No,12,3,10,3,10,8,7
35,No,Travel_Rarely,Sales,28,1554,Female,1,Sales Representative,3,Married,2430,No,23,2,6,3,5,3,4
32,No,Travel_Rarely,Research & Development,5,1555,Female,2,Research Scientist,2,Married,5878,No,12,1,12,3,7,1,2
36,No,Travel_Rarely,Sales,2,1556,Male,1,Sales Representative,4,Single,2644,Yes,21,0,7,2,3,2,1
48,No,Travel_Rarely,Sales,16,1557,Female,2,Sales Executive,3,Divorced,6439,No,14,1,18,3,8,7,7
29,No,Travel_Rarely,Research & Development,9,1558,Male,1,Research Scientist,3,Married,2451,No,18,2,5,2,1,0,0
33,No,Travel_Rarely,Sales,8,1560,Male,2,Sales Executive,1,Married,6392,No,13,1,8,1,2,2,2
30,Yes,Travel_Rarely,Sales,1,1562,Male,2,Sales Executive,1,Married,9714,No,11,1,10,3,10,8,6
38,No,Travel_Frequently,Human Resources,10,1563,Male,2,Human Resources,3,Married,6077,No,11,0,10,3,6,3,1
35,No,Travel_Rarely,Research & Development,1,1564,Male,1,Laboratory Technician,1,Single,2450,No,19,0,3,3,3,0,1
30,No,Travel_Rarely,Sales,29,1568,Male,3,Sales Executive,2,Married,9250,No,12,1,9,3,4,2,1
35,Yes,Travel_Rarely,Research & Development,2,1569,Female,1,Laboratory Technician,1,Divorced,2074,Yes,12,1,1,3,1,0,0
53,Yes,Travel_Rarely,Research & Development,2,1572,Female,3,Manufacturing Director,4,Married,10169,No,16,1,34,3,33,7,1
38,Yes,Travel_Rarely,Research & Development,2,1573,Male,2,Manufacturing Director,2,Married,4855,No,11,2,7,3,5,2,1
32,No,Non-Travel,Research & Development,1,1574,Male,2,Research Scientist,1,Married,4087,No,14,1,9,2,6,5,1
48,No,Travel_Rarely,Research & Development,15,1576,Female,1,Research Scientist,1,Married,2367,No,12,1,10,2,8,2,7
34,No,Travel_Rarely,Research & Development,7,1577,Male,1,Research Scientist,4,Single,2972,No,13,0,1,1,1,0,0
55,No,Travel_Rarely,Sales,26,1578,Male,5,Manager,4,Married,19586,No,21,1,36,3,36,6,2
34,No,Travel_Rarely,Research & Development,1,1580,Male,2,Research Scientist,4,Married,5484,No,17,1,9,2,2,2,2
26,No,Travel_Rarely,Research & Development,3,1581,Female,1,Research Scientist,4,Married,2061,No,21,0,1,3,1,0,0
38,No,Travel_Rarely,Sales,14,1582,Male,2,Sales Executive,2,Married,9924,No,11,1,10,3,9,8,7
38,No,Travel_Rarely,Sales,16,1583,Female,2,Sales Executive,2,Single,4198,No,12,0,8,4,3,2,1
36,No,Travel_Rarely,Sales,1,1585,Female,2,Sales Executive,3,Single,6815,No,13,0,15,3,1,0,0
29,No,Travel_Rarely,Research & Development,3,1586,Male,1,Laboratory Technician,1,Single,4723,Yes,18,0,10,3,10,9,1
35,No,Travel_Rarely,Research & Development,10,1587,Female,2,Healthcare Representative,3,Single,6142,Yes,16,0,10,3,5,2,0
39,No,Travel_Rarely,Sales,6,1588,Male,3,Sales Executive,3,Married,8237,No,11,1,11,3,7,6,7
29,No,Travel_Frequently,Research & Development,2,1590,Male,2,Healthcare Representative,4,Divorced,8853,No,19,1,6,4,6,4,1
50,No,Travel_Rarely,Sales,9,1591,Male,5,Manager,3,Married,19331,Yes,16,1,27,3,1,0,0
23,No,Travel_Rarely,Research & Development,10,1592,Male,1,Research Scientist,3,Married,2073,No,16,1,4,3,2,2,2
36,No,Travel_Frequently,Research & Development,6,1594,Male,2,Laboratory Technician,1,Married,5562,Yes,13,1,9,3,3,2,0
42,No,Travel_Rarely,Research & Development,9,1595,Male,5,Manager,4,Single,19613,No,22,0,24,3,1,0,0
35,No,Travel_Rarely,Research & Development,28,1596,Male,2,Laboratory Technician,3,Married,3407,No,17,2,10,2,10,9,6
34,No,Travel_Frequently,Research & Development,10,1597,Male,2,Healthcare Representative,3,Married,5063,No,14,1,8,2,8,2,7
40,No,Travel_Rarely,Sales,14,1598,Female,2,Sales Executive,1,Married,4639,No,15,1,5,3,5,4,1
43,No,Travel_Rarely,Research & Development,27,1599,Male,1,Laboratory Technician,2,Divorced,4876,No,12,1,8,3,6,4,0
35,No,Travel_Rarely,Research & Development,7,1601,Male,1,Laboratory Technician,4,Married,2690,No,18,1,1,2,1,0,0
46,No,Travel_Rarely,Sales,1,1602,Male,4,Manager,1,Single,17567,No,15,0,27,1,26,0,0
28,Yes,Travel_Rarely,Research & Development,24,1604,Male,1,Laboratory Technician,2,Married,2408,Yes,17,3,1,3,1,1,0
22,No,Non-Travel,Research & Development,26,1605,Female,1,Research Scientist,3,Married,2814,Yes,14,0,4,2,4,2,1
50,No,Travel_Frequently,Research & Development,20,1606,Male,4,Healthcare Representative,3,Married,11245,Yes,15,1,32,3,30,8,12
32,No,Travel_Rarely,Research & Development,5,1607,Female,1,Research Scientist,4,Married,3312,No,17,2,6,3,3,2,0
44,No,Travel_Rarely,Research & Development,7,1608,Female,5,Research Director,4,Divorced,19049,Yes,14,1,23,2,22,7,1
30,No,Travel_Rarely,Research & Development,7,1609,Male,1,Research Scientist,2,Married,2141,No,12,1,6,2,6,4,1
45,No,Travel_Rarely,Research & Development,5,1611,Female,2,Laboratory Technician,1,Single,5769,Yes,14,0,10,3,10,7,1
